id|nct_id|outcome_type|measure|time_frame|population|description
189806367|NCT05013372|primary|Maximum tolerated dose (MTD)|within 12 months||The highest dose that does not cause unacceptable side effects.
189806368|NCT05013372|primary|Dose-limiting toxicity (DLT)|within 12 months||Side effects serious enough to prevent an increase in dose.
189806369|NCT05013372|primary|Adverse events|within 12 months||Adverse events
189806370|NCT05013372|primary|Serious adverse events (SAE)|within 12 months||Serious adverse events (SAE)
189806371|NCT05013372|primary|Adverse events of special interest (AESI)|within 12 months||
189806372|NCT05013372|secondary|Overall response rate (ORR)|At the 12th week, 6th month, 9th month and 12th month||Overall response rate (ORR) evaluated according to the Lugano2014 criteria
189806373|NCT05013372|secondary|Complete response rate (CR)|At the 12th week, 6th month, 9th month and 12th month||Complete response rate (CR) evaluated according to the Lugano2014 criteria
189806374|NCT05013372|secondary|Duration of response (DOR)|At the 12th week, 6th month, 9th month and 12th month||Duration of response (DOR)
189806375|NCT05013372|secondary|Cmax of CD147-CAR T cells|within 4 weeks||
189806376|NCT05013372|secondary|Tmax of CD147-CAR T cells|within 4 weeks||
189806377|NCT05013372|secondary|AUC of CD147-CAR T cells|within 4 weeks||
189806397|NCT04214886|primary|Successful production of CD19-CD34 CAR product that meet predefined release criteria (cell viability/cell number/transduction efficiency/negative sterility and viral testing) for enrolled patients|18 months||24 participants evaluated for determination of the feasibility of producing CD19-CD34 CAR T cells meeting the established release criteria
189806398|NCT04214886|primary|Adverse events|15 years||24 participants evaluated for adverse event and grading by using CTCAE v.5.0 to determine the maximal tolerated dose of CD19-CD34 CAR T cells with chemotherapy conditioning regimen for patients that have recurrent or refractory B cell malignancies
189806399|NCT04214886|secondary|Response to treatment|24 months||24 participants evaluated for response to treatment by testing using PET/CT for lymphoma and using bone marrow aspirate for leukemia.
189806400|NCT04214886|secondary|Progression free survival|24 months||24 participants evaluated for progression by testing using PET/CT for lymphoma and using bone marrow aspirate for leukemia.
189806401|NCT04214886|secondary|Overall survival|15 years||24 participants evaluated for overall survival by clinical visit
189806402|NCT04214886|other|Immune response|15 years||24 participants evaluated for immune response by blood tests.
189806466|NCT05621486|primary|Incidence of serious adverse events (SAEs), incidence and severity of adverse events (AEs)|Minimum 2 years after B4T2-001 CAR T infusion||Safety and tolerability of B4T2-001 CAR T cells
189806467|NCT05621486|primary|To determine the maximum tolerated dose (MTD) and recommended Phase 2 dose (RP2D) of B4T2-001 CAR T cells|2 years after B4T2-001 CAR T infusion||The MTD will be determined based on the occurrence of the Dose-Limiting Toxicities (DLTs) according to the accelerated titration design and 3+3 dose escalation design. RP2D will be defined based on MTD, safety, PK, and preliminary efficacy data.
189806468|NCT05621486|secondary|Pharmacokinetics (PK): Area Under Curve (AUC) with immunoanalytical method|Blood sampling for PK will be performed at planned time points till the end of the study||
189806469|NCT05621486|secondary|Pharmacokinetics (PK): maximum concentration (Cmax) with immunoanalytical method|Blood sampling for PK will be performed at planned time points till the end of the study||
189806470|NCT05621486|secondary|Pharmacokinetics (PK): Time to Cmax (Tmax) with immunoanalytical method|Blood sampling for PK will be performed at planned time points till the end of the study||
189806471|NCT05621486|secondary|Overall response rate (ORR) after administration|Minimum 2 years after B4T2-001 CAR T infusion||ORR is defined as the proportion of subjects who achieve complete response (CR) or partial response (PR) after treatment via B4T2-001 CAR T cell infusion, and the objective tumor response rate will be calculated for patients with measurable disease per RECIST 1.1 only
189806472|NCT05621486|secondary|Duration of Response (DOR) after administration|Minimum 2 years after B4T2-001 CAR T infusion||DOR is defined as the time from the first documentation of remission (PR or better) to the first documented disease progression evidence (according to RECIST 1.1) of the responders (who achieve PR or better response)
189806473|NCT05621486|secondary|Progress Free Survival (PFS) after administration|Minimum 2 years after B4T2-001 CAR T infusion||PFS is defined as the time from the date of first infusion of the B4T2-001 to the first documented disease progression (according to RECIST 1.1) or death (due to any cause), whichever occurs first
189806474|NCT05621486|secondary|Overall Survival (OS) after administration|Minimum 2 years after B4T2-001 CAR T infusion||OS is defined as the time from the date of first infusion of B4T2-001 CAR T to death of the subject
189806475|NCT05621486|other|Blood cytokine levels include interleukin 6 (IL-6), IL-2, IL-4, IL-8, IL-10, TNF-α, and INF-γ with ELISA or equivalent method|Blood sampling for cytokine measurement will be performed at planned time points till 90 days after B4T2-001 CAR T infusion||Concentration and kinetics of multiple blood cytokines including (IL-6), IL-2, IL-4, IL-8, IL-10, TNF-α, and INF-γ using ELISA or equivalent before and after CAR T infusion and will be evaluated according to actual blood sampling time points
189806476|NCT05621486|other|H score (0-300)|Minimum 2 years after B4T2-001 CAR T infusion||"Explore and evaluate histology before and after CAR T infusion for expression of BT-001 antigen on the tumor by IHC with histologist scoring system to evaluate the score intensity.~H score (0-300) will be calculated"
189806477|NCT05621486|other|Overall IHC Score (0-4)|Minimum 2 years after B4T2-001 CAR T infusion||"Explore and evaluate histology before and after CAR T infusion for expression of BT-001 antigen on the tumor by IHC with histologist scoring system to evaluate the score intensity.~Overall IHC Score (0-4) will be calculated"
189806478|NCT05621486|other|The percentage of positive stained tumor.|Minimum 2 years after B4T2-001 CAR T infusion||Explore and evaluate histology before and after CAR T infusion for expression of BT-001 antigen on the tumor
192009649|NCT05016063|primary|Overall Response Rate (ORR)|4 weeks after infusion||Assessment of morphologic complete remission (CR), complete remission with incomplete recovery of counts (CRi), no residual disease as analyzed by flow cytometry analysis, and molecular remission by molecular studies
192009650|NCT05016063|primary|the safety evaluation of Dual CD33-CLL1 CAR-T cells|within 4 weeks after infusion||Number of participants with treatment-related adverse events as assessed by CTCAE v4.0
192009651|NCT05016063|secondary|Progression-free survival (PFS)|up to 2 years after infusion||Surviavl without disease progression
192009652|NCT05016063|secondary|Overall survival(OS)|up to 2 years after infusion||Surviavl
190907639|NCT02617134|primary|Adverse events attributed to the administration of the anti-MUC1 CAR-T cells|2 years||Determine the toxicity profile of the MUC1 targeted CAR-T cells with Common Toxicity Criteria for Adverse Effects (CTCAE) version 4.0.
190907640|NCT02617134|secondary|Objective Response Rate|Safety follow-up is 100 days from last CAR-T infusion.||The objective response rate (ORR) is defined as the proportion of patients who achieve radiographic partial or complete response (PR or CR) according to the Response Evaluation Criteria in Solid Tumors (RECIST) v1.1 guideline.
191463452|NCT03720457|primary|Safety measured by occurrence of study related adverse effects defined by NCI CTCAE 5.0|2 years post infusion||
191463453|NCT03720457|secondary|Duration of CAR-positive T cells in circulation|2 years post infusion||
191463454|NCT03720457|secondary|Total number of CAR-positive T cells infiltrated into lymphoma tissue|2 years post infusion||
191463455|NCT03720457|secondary|Overall remission rate including complete response and Partial response defined by the standard response criteria for malignant lymphoma.|90 days post infusion||
191463456|NCT03720457|secondary|Duration of Response after administration|90 days post infusion||
