id|nct_id|description
33040264|NCT03825718|The study is an early, open, single-centered trial.
33206864|NCT05515185|This is a clinical study to evaluate the safety and efficacy of CAR-T cells in the treatment of patients with advanced solid tumors in China.
33206890|NCT05514327|This is a single-arm single center study to prospectively evaluate the safety and efficacy of ultra-fraction radiotherapy bridging CAR-T therapy in relapsed/refractory diffuse large b cell lymphoma
32839046|NCT05257083|The purpose of this study is to compare the efficacy of Daratumumab, Bortezomib, Lenalidomide and Dexamethasone (DVRd) followed by Ciltacabtagene Autoleucel versus Daratumumab, Bortezomib, Lenalidomide and Dexamethasone (DVRd) followed by Autologous Stem Cell Transplant (ASCT) in newly diagnosed multiple myeloma patients.
33206982|NCT03173417|Assessment of the Safety and Feasibility of Administering T Cells Expressing an Anti-CD19 Chimeric Antigen Receptor to Patients With CD19+ B-cell leukemia.
32839214|NCT05032820|This study is designed as a Phase II, multicenter, single arm trial to assess anti-B Cell Maturation Antigen (BCMA) chimeric antigen receptor (CAR) T-cells (bb2121) to improve post autologous hematopoietic cell transplant (HCT) responses among patients with multiple myeloma (MM).
32839236|NCT05000450|The purpose of the ALLO-605-201 study is to assess the safety, efficacy, and cell kinetics of ALLO605 in adults with relapsed or refractory multiple myeloma after a lymphodepletion regimen comprising fludarabine, cyclophosphamide, and ALLO-647.
32839314|NCT04855136|"This is a global, open-label, multi-arm, multi-cohort, multi-center, phase 1/2 study to determine the safety, tolerability, efficacy, PK of bb2121 in combination with other therapies in adult subjects with R/RMM.~The following combinations will be~Arm A will test bb2121 in combination with CC-220 (± low-dose dexamethasone)~Arm B will test bb2121 in combination with BMS-986405 (JSMD194)~Combination agents being tested may be administered before, concurrently with and/or following (ie, maintenance) bb2121 infusion.~The study will consist of 2 parts: dose finding (Phase 1) and dose expansion (Phase 2). Dose expansion may occur in one or more arms."
32839336|NCT04792489|This is an open label, single arm, phase II study to determine the efficacy, safety and PK (persistence) of MBCART2019.1 cells in adults with relapsed or refractory DLBCL after receiving at least two lines of therapy.
32839497|NCT04467853|"This is a prospective, single-arm, open-label Phase 1 dose-finding and expansion study to evaluate the safety, tolerability, pharmacokinetics, and anti-tumor efficacy profiles of the cell-based LCAR-C18S (hereinafter LCAR-C18S) in subjects with Claudin18.2-positive advanced solid Tumors."
32839631|NCT04093596|The purpose of the UNIVERSAL study is to assess the safety, efficacy, cell kinetics, and immunogenicity of ALLO-715 with or without Nirogacestat in adults with relapsed or refractory multiple myeloma after a lymphodepletion regimen of ALLO-647 in combination with fludarabine and/or cyclophosphamide, or ALLO-647 alone.
33116769|NCT03720457|To evaluate the safety and tolerance of human CD19 targeted T Cells injection for the treatment of relapsed and refractory CD19-positive diffuse large B-cell lymphoma and follicular lymphoma. Patients will be given a conditioning chemotherapy regimen of fludarabine and cyclophosphamide followed by a single infusion of CD19 CAR+ T cells.
33040958|NCT05201781|The purpose of this study is to collect long-term follow-up data on delayed adverse events after administration of ciltacabtagene autoleucel (cilta-cel), and to characterize and understand the long-term safety profile of cilta-cel.
32839951|NCT02690545|"The body has different ways of fighting infection and disease. No single way seems perfect for fighting cancer. This research study combines two different ways of fighting disease: antibodies and T cells. Antibodies are proteins that protect the body from disease caused by bacteria or toxic substances. Antibodies work by binding those bacteria or substances, which stops them from growing and causing bad effects. T cells, also called T lymphocytes, are special infection-fighting blood cells that can kill other cells, including tumor cells or cells that are infected. Both antibodies and T cells have been used to treat patients with cancers. They both have shown promise, but neither alone has been sufficient to cure most patients. This study is designed to combine both T cells and antibodies to create a more effective treatment called autologous T lymphocyte chimeric antigen receptor cells targeted against the CD30 antigen (ATLCAR.CD30) administration.~In previous studies, it has been shown that a new gene can be put into T cells that will increase their ability to recognize and kill cancer cells. The new gene that is put in the T cells in this study makes an antibody called anti-CD30. This antibody sticks to lymphoma cells because of a substance on the outside of the cells called CD30. Anti-CD30 antibodies have been used to treat people with lymphoma, but have not been strong enough to cure most patients. For this study, the anti-CD30 antibody has been changed so that instead of floating free in the blood it is now joined to the T cells. When an antibody is joined to a T cell in this way it is called a chimeric receptor. These CD30 chimeric (combination) receptor-activated T cells seem to kill some of the tumor, but they do not last very long in the body and so their chances of fighting the cancer are unknown.~The purpose of this research study is to establish a safe dose of ATLCAR.CD30 cells to infuse after lymphodepleting chemotherapy and to estimate the number patients whose cancer does not progress for two years after ATLCAR.CD30 administration. This study will also look at other effects of ATLCAR.CD30 cells, including their effect on the patient's cancer."
32840373|NCT05577091|"This is a Phase 1 study of recurrent glioblastoma locoregional adoptive therapy with autologous peripheral blood T cells lentivirally transduced to express a dual-target, truncated IL7Ra modified chimeric antigen receptor (CAR), delivered by Ommaya reservoir, a pre-indwelled catheter in the tumor resection cavity. Patients with recurrent glioblastoma will have surgical treatment and pathological test for target expression at their home institution or at Beijing Tiantan Hospital. If the tumor is target positive and the patient meets all other eligibility criteria, and meets none of the exclusion criteria, will have Ommaya reservoir implantation, and a subsequent Peripheral Blood Mononuclear Cells (PBMCs) collection. T cells will then be isolated from the PBMC sample and then be bioengineered in to a 4th generation CAR-T cell, Tris-CAR-T cells. Recipients with Ommaya reservoir implanted will be assigned to three courses. The first 2 patients will be assigned to low dose group, and will have one dose of autologous Tris-CAR-T cells delivery via Ommaya reservoir. The second 2 patients will be assigned to high dose group, and will have one dose of autologous Tris-CAR-T cells delivery via Ommaya reservoir. The last 4 patients will be assigned to multidose group, and will receive a weekly dose of autologous Tris-CAR-T cells for maximum 8 weeks. All patients will undergo studies including MRI to evaluate the effect of the CAR-T cells, physical examination and cerebrospinal fluid cytokine assays to evaluate side effects. All patients will undergo a long-term follow-up.~The hypothesis is that an adequate amount of Tris-CAR-T cells can be manufactured to complete all the three courses. The other hypothesis is that Tris-CAR-T cells can safely and effectively be administered through Ommaya reservoir to allow the CAR-T cells to directly interact with the tumor cells for each patient enrolled on the study. The primary aim of the study will be to evaluate the safety of Tris-CAR-T administering. Secondary aims of the study will include to evaluate CAR-T cell distribution within cerebrospinal fluid and peripheral blood, tumor progress post CAR-T cell infusion, and, if tissues samples from multiple time points are available, also evaluate the degree of target expression, biological characteristics of samples at diagnosis versus at recurrence or progression."
