id|nct_id|outcome_type|title|description|time_frame|population|anticipated_posting_date|anticipated_posting_month_year|units|units_analyzed|dispersion_type|param_type
33299908|NCT02659943|Other Pre-specified|Number of Participants With Serious and Non-serious Adverse Events Assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0)|Here is the number of participants with serious and non-serious adverse events assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). A non-serious adverse event is any untoward medical occurrence. A serious adverse event is an adverse event or suspected adverse reaction that results in death, a life-threatening adverse drug experience, hospitalization, disruption of the ability to conduct normal life functions, congenital anomaly/birth defect or important medical events that jeopardize the patient or subject and may require medical or surgical intervention to prevent one of the previous outcomes mentioned.|Date treatment consent signed to date off study, approximately 49 months and 19 days.|6 participants were enrolled but not treated and one participant was enrolled and cells were collected, then came off study because of ineligibility and re-enrolled much later and did receive cells at that time.|||Participants|||Count of Participants
33299909|NCT02659943|Other Pre-specified|MTD|The maximum tolerated dose is the dose at which a maximum of 1 of 6 patients has a dose limiting toxicity (DLT- Grade 3 toxicities possibly or probably related to toxicities possibly or probably related to either the anti-CD19 CAR T cells or the fludarabine and cyclophosphamide chemotherapy and lasting more than 7 days . Grade 4 toxicities possibly or probably related to the study interventions.).|Within 60 days of Chimeric Antigen Receptor (CAR) T cells infusion||||T-cells/kg|||Number
33299910|NCT02659943|Other Pre-specified|Number of Participants With a Dose-Limiting Toxicity (DLT)|Number of participants with DLT's defined as follows: Grade 3 toxicities possibly or probably related to toxicities possibly or probably related to either the anti-CD19 CAR T cells or the fludarabine and cyclophosphamide chemotherapy and lasting more than 7 days. Grade 4 toxicities possibly or probably related to the study interventions.|Within 60 days of Chimeric Antigen Receptor (CAR) T cells infusion|6 participants were enrolled but not treated and one participant was enrolled and cells were collected, then came off study because of ineligibility and re-enrolled much later and did receive cells at that time.|||Participants|||Count of Participants
33299911|NCT02659943|Other Pre-specified|Maximum Feasible Dose|Maximum feasible dose is the dose determined when the maximum tolerated dose (MTD) cannot be reached.|Within 60 days of Chimeric Antigen Receptor (CAR) T cells infusion|6 participants were enrolled but not treated and one participant was enrolled and cells were collected, then came off study because of ineligibility and re-enrolled much later and did receive cells at that time.|||CAR+T cells/kg|||Number
33302786|NCT03288493|Primary|Phase 1: Assess the Safety of P-BCMA-101|Incidence and severity of treatment-emergent adverse events|Baseline through Day 28||||Participants|||Count of Participants
33302787|NCT03288493|Primary|Phase 1: Maximum Tolerated Dose of P-BCMA-101|Rate of dose limiting toxicities (DLT)|Baseline through Day 28||||Participants|||Count of Participants
33302788|NCT03288493|Primary|Phase 2: Assess the Safety of P-BCMA-101|Incidence and severity of treatment-emergent adverse events|Baseline through 24 months||||Participants|||Count of Participants
33302789|NCT03288493|Primary|Phase 2: Assess the Efficacy of P-BCMA-101 (ORR)|"According to the International Myeloma Working Group (IMWG) Uniform Response Criteria for Multiple Myeloma:~Overall Response Rate (ORR)-Percentage of patients with complete response (CR), very good partial response (VGPR), or partial response (PR)."|Baseline through 24 months|Independent Review Committee (IRC) was not formed to assess ORR as the Phase II portion of the study was terminated early to focus on an Allogeneic BCMA CAR-T program.||||||
33302790|NCT03288493|Primary|Phase 2: Assess the Efficacy of P-BCMA-101 (DOR)|"According to the International Myeloma Working Group (IMWG) Uniform Response Criteria for Multiple Myeloma:~Duration of Response (DOR)-Time from complete response (CR), very good partial response (VGPR), or partial response (PR) to progressive disease."|Baseline through 24 months|Independent Review Committee (IRC) was not formed to assess DOR as the Phase II portion of the study was terminated early to focus on an Allogeneic BCMA CAR-T program.||||||
33302791|NCT03288493|Secondary|Phase 1:Assess the Safety of P-BCMA-101|Incidence and severity of treatment-emergent adverse events|Baseline through Month 24|||||||
33302792|NCT03288493|Secondary|Phase 1:Assess the Feasibility P-BCMA-101|Ability to generate protocol-prescribed doses of P-BCMA-101.|Baseline through Month 24|||||||
33302793|NCT03288493|Secondary|Phase 1: Anti-myeloma Effect of P-BCMA-101 (ORR)|"According to the International Myeloma Working Group (IMWG) Uniform Response Criteria for Multiple Myeloma:~Overall Response Rate (ORR)-Percentage of patients with complete response (CR), very good partial response (VGPR), or partial response (PR)."|Baseline through Month 24|||||||
33302794|NCT03288493|Secondary|Phase 1: Anti-myeloma Effect of P-BCMA-101 (TTR)|"According to the International Myeloma Working Group (IMWG) Uniform Response Criteria for Multiple Myeloma:~Time to Response (TTR)-Time to complete response (CR), very good partial response (VGPR), or partial response (PR) to progressive disease."|Baseline through Month 24|||||||
33302795|NCT03288493|Secondary|Phase 1: Anti-myeloma Effect of P-BCMA-101 (DOR)|"According to the International Myeloma Working Group (IMWG) Uniform Response Criteria for Multiple Myeloma:~Duration of Response (DOR)-Time from complete response (CR), very good partial response (VGPR), or partial response (PR) to progressive disease."|Baseline through Month 24|||||||
33302796|NCT03288493|Secondary|Phase 1: Anti-myeloma Effect of P-BCMA-101 (PFS)|"According to the International Myeloma Working Group (IMWG) Uniform Response Criteria for Multiple Myeloma:~Progression Free Survival (PFS)-Time from P-BCMA-101 treatment to progressive disease."|Baseline through Month 24|||||||
33302797|NCT03288493|Secondary|Phase 1: Anti-myeloma Effect of P-BCMA-101 (OS)|"According to the International Myeloma Working Group (IMWG) Uniform Response Criteria for Multiple Myeloma:~Overall Survival (OS)-Duration of survival from time of treatment with P-BCMA-101."|Baseline through Month 24|||||||
33302798|NCT03288493|Secondary|Phase 1: The Effect of Cell Dose to Guide Selection of Doses for Further Assessment in Phase 2/3 Studies|Incidence and severity of CRS events graded using Lee criteria (Lee, 2014)|Baseline through Month 24|||||||
33302799|NCT03288493|Secondary|Phase 2: Incidence and Severity of Cytokine Release Syndrome (CRS)|Incidence and severity of CRS events graded using Lee criteria (Lee, 2014)|Baseline through Month 24|||||||
33302800|NCT03288493|Secondary|Phase 2: Evaluate Efficacy Endpoints (IL-6)|Rate of IL-6 antagonist|Baseline through Month 24|||||||
33302801|NCT03288493|Secondary|Phase 2: Evaluate Efficacy Endpoints (C)|Corticosteroid Use|Baseline through Month 24|||||||
33302802|NCT03288493|Secondary|Phase 2: Evaluate Efficacy Endpoints (R)|Rimiducid Use|Baseline through Month 24|||||||
33302803|NCT03288493|Secondary|Phase 2: Evaluate Efficacy Endpoints (OS)|"According to the International Myeloma Working Group (IMWG) Uniform Response Criteria for Multiple Myeloma:~Overall Survival (OS)-Duration of survival from time of treatment with P-BCMA-101."|Baseline through Month 24|||||||
33302804|NCT03288493|Secondary|Phase 2: Evaluate Efficacy Endpoints (PFS)|"According to the International Myeloma Working Group (IMWG) Uniform Response Criteria for Multiple Myeloma:~Progression Free Survival (PFS)-Time from P-BCMA-101 treatment to progressive disease."|Baseline through Month 24|||||||
33302805|NCT03288493|Secondary|Phase 2: Evaluate Efficacy Endpoints (TTR)|"According to the International Myeloma Working Group (IMWG) Uniform Response Criteria for Multiple Myeloma:~Time to Response (TTR)-Time to complete response (CR), very good partial response (VGPR), or partial response (PR) to progressive disease."|Baseline through Month 24|||||||
