nct_id|nlm_download_date_description|study_first_submitted_date|results_first_submitted_date|disposition_first_submitted_date|last_update_submitted_date|study_first_submitted_qc_date|study_first_posted_date|study_first_posted_date_type|results_first_submitted_qc_date|results_first_posted_date|results_first_posted_date_type|disposition_first_submitted_qc_date|disposition_first_posted_date|disposition_first_posted_date_type|last_update_submitted_qc_date|last_update_posted_date|last_update_posted_date_type|start_month_year|start_date_type|start_date|verification_month_year|verification_date|completion_month_year|completion_date_type|completion_date|primary_completion_month_year|primary_completion_date_type|primary_completion_date|target_duration|study_type|acronym|baseline_population|brief_title|official_title|overall_status|last_known_status|phase|enrollment|enrollment_type|source|limitations_and_caveats|number_of_arms|number_of_groups|why_stopped|has_expanded_access|expanded_access_type_individual|expanded_access_type_intermediate|expanded_access_type_treatment|has_dmc|is_fda_regulated_drug|is_fda_regulated_device|is_unapproved_device|is_ppsd|is_us_export|biospec_retention|biospec_description|ipd_time_frame|ipd_access_criteria|ipd_url|plan_to_share_ipd|plan_to_share_ipd_description|created_at|updated_at|source_class|delayed_posting|expanded_access_nctid|expanded_access_status_for_nctid|fdaaa801_violation|baseline_type_units_analyzed
NCT04877080||2021-04-13|||2023-02-08|2021-05-05|2021-05-07|Actual|||||||2023-02-08|2023-02-10|Actual|May 5, 2021|Anticipated|2021-05-05|February 2023|2023-02-28|December 31, 2023|Anticipated|2023-12-31|June 30, 2023|Anticipated|2023-06-30||Interventional|||CD19 and BCMA Targeted Fast Dual CAR-T for CD19+ Refractory/Relapsed B-NHL|Exploratory Study to Evaluate Efficacy and Safety of Fast Dual CAR-T Injection in CD19+ Refractory or Relapsed B Cell Non-Hodgkinlymphoma|Withdrawn||Phase 1|0|Actual|920th Hospital of Joint Logistics Support Force of People's Liberation Army of China||1||The PI decides to withdraw the research.|f||||f|f|f|||||||||||2023-08-31 08:56:59.372805|2023-08-31 08:56:59.372805|OTHER|||||
NCT05381662||2018-08-05|||2023-02-08|2022-05-18|2022-05-19|Actual|||||||2023-02-08|2023-02-10|Actual|August 2, 2018|Actual|2018-08-02|December 2022|2022-12-31|December 1, 2025|Anticipated|2025-12-01|August 2, 2024|Anticipated|2024-08-02||Interventional|||CD19 Chimeric Antigen Receptors and CD19 Positive Feeder T Cells as a Leukemia Consolidation Treatment|CD19 Chimeric Antigen Receptors and CD19 Positive Feeder T Cells as a Leukemia Consolidation Treatment|Recruiting||Phase 1/Phase 2|10|Anticipated|Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd||2|||f|||||f|f|||||||||||2023-08-31 08:57:00.978635|2023-08-31 08:57:00.978635|INDUSTRY|||||
NCT03185468||2017-06-10|||2019-09-18|2017-06-10|2017-06-14|Actual|||||||2019-09-18|2019-09-19|Actual|May 15, 2017|Actual|2017-05-15|September 2019|2019-09-30|December 2020|Anticipated|2020-12-31|December 2019|Anticipated|2019-12-31||Interventional|||Intervention of Bladder Cancer by CAR-T|Intervention of Advanced or Metastatic Urothelial Bladder Cancer by 4SCAR-T Cell Therapies|Unknown status|Recruiting|Phase 1/Phase 2|20|Anticipated|Shenzhen Geno-Immune Medical Institute||2|||f||||f|f|f|||||||||No||2023-09-04 09:25:39.794908|2023-09-04 09:25:39.794908|OTHER|||||
NCT05418088||2022-05-16|||2022-11-04|2022-06-10|2022-06-14|Actual|||||||2022-11-04|2022-11-07|Actual|June 30, 2022|Actual|2022-06-30|November 2022|2022-11-30|December 31, 2024|Anticipated|2024-12-31|December 31, 2023|Anticipated|2023-12-31||Interventional|||Genetically Engineered Cells (Anti-CD19/CD20/CD22 CAR T-cells) for the Treatment of Relapsed or Refractory Lymphoid Malignancies|Phase I Clinical Trial of Anti-CD19/20/22 Chimeric Antigen Receptor T Cells for Treatment of Relapsed or Refractory Lymphoid Malignancies (Non-Hodgkin Lymphoma, Acute Lymphoblastic Leukemia, Chronic Lymphocytic Leukemia, B-Prolymphocytic Leukemia)|Recruiting||Phase 1|36|Anticipated|Ohio State University Comprehensive Cancer Center||2|||||||t|t|f|||||||||No||2023-09-01 07:49:37.029709|2023-09-01 07:49:37.029709|OTHER|||||
NCT03098355||2017-03-26|||2022-11-04|2017-03-26|2017-03-31|Actual|||||||2022-11-04|2022-11-07|Actual|December 30, 2017|Actual|2017-12-30|September 2022|2022-09-30|December 31, 2023|Anticipated|2023-12-31|December 15, 2022|Anticipated|2022-12-15||Interventional|||Interleukin-2 Following 4SCAR19/22 T Cells Targeting Refractory and/or Recurrent B Cell Malignancies|Anti-CD19/CD22 4th Generation CAR-T Cells (4SCAR19/22) Followed by Interleukin-2 Treating Pediatric Relapsed and Refractory B Cell Malignancies|Suspended||Phase 1/Phase 2|30|Anticipated|Zhujiang Hospital||1||Recruitment stopped due to the global outbreak of COVID 19|f||||t|f|f|||||||||No||2023-09-01 07:52:06.940644|2023-09-01 07:52:06.940644|OTHER|||||
NCT05359211||2022-04-28|||2023-05-04|2022-04-28|2022-05-03|Actual|||||||2023-05-04|2023-05-06|Actual|December 8, 2022|Actual|2022-12-08|May 2023|2023-05-31|December 31, 2024|Anticipated|2024-12-31|January 31, 2024|Anticipated|2024-01-31||Interventional|||NKTR-255 in Combination With CAR-T Cell Therapy for the Treatment of Relapsed or Refractory Large B-cell Lymphoma|A Phase Ib Open-Label Study Evaluating the Safety and Efficacy of NKTR-255 in Combination With CD19-Directed CAR-T Cell Therapy in Patients With Relapsed/Refractory (R/R) Large B-Cell Lymphoma (LBCL)|Recruiting||Phase 1|24|Anticipated|Fred Hutchinson Cancer Center||1|||||||t|t|f|||||||||No||2023-09-03 12:18:20.643022|2023-09-03 12:18:20.643022|OTHER|||||
NCT04889716||2021-05-07|||2023-05-03|2021-05-14|2021-05-17|Actual|||||||2023-05-03|2023-05-06|Actual|November 5, 2021|Actual|2021-11-05|May 2023|2023-05-31|December 31, 2025|Anticipated|2025-12-31|December 31, 2024|Anticipated|2024-12-31||Interventional|||CAR-T Followed by Bispecific Antibodies|Phase II Study of Dual Targeting of CD19 and CD20 Antigens Using Sequential CD19-directed 4-1BB-CD3ζ CAR-T Cells Followed by Mosunetuzumab or Glofitamab in Relapsed or Refractory Diffuse Large B-cell or Transformed Follicular Lymphomas|Recruiting||Phase 2|42|Anticipated|Abramson Cancer Center at Penn Medicine||2|||f||||f|t|f|||||||||||2023-09-03 12:21:03.585138|2023-09-03 12:21:03.585138|OTHER|||||
NCT04422912||2020-06-02|||2023-05-04|2020-06-05|2020-06-09|Actual|||||||2023-05-04|2023-05-06|Actual|September 29, 2020|Actual|2020-09-29|May 2023|2023-05-31|September 2026|Anticipated|2026-09-30|September 2026|Anticipated|2026-09-30||Interventional|||Open-label Study to Determine the Maximum Tolerated Dose of DSG3-CAART in Mucosal-dominant PV Patients (mPV)|A Phase 1, Open-label, Safety and Dosing Study of Autologous Desmoglein 3 Chimeric Autoantibody Receptor T Cells (DSG3-CAART) in Subjects With Active, Anti-DSG3, Mucosal-dominant Pemphigus Vulgaris|Recruiting||Phase 1|39|Anticipated|Cabaletta Bio||1|||f|||||t|f|||||||||||2023-09-03 12:23:24.551283|2023-09-03 12:23:24.551283|INDUSTRY|||||
NCT02706392||2016-03-01|2022-05-17||2022-08-11|2016-03-07|2016-03-11|Estimate|2022-08-11|2022-08-31|Actual||||2022-08-11|2022-08-31|Actual|March 16, 2016|Actual|2016-03-16|August 2022|2022-08-31|September 28, 2021|Actual|2021-09-28|May 17, 2021|Actual|2021-05-17||Interventional|||Genetically Modified T-Cell Therapy in Treating Patients With Advanced ROR1+ Malignancies|Phase I Study of Adoptive Immunotherapy for Advanced ROR1+ Malignancies With Defined Subsets of Autologous T Cells Engineered to Express a ROR1-Specific Chimeric Antigen Receptor|Terminated||Phase 1|21|Actual|Fred Hutchinson Cancer Center||1||Terminated due to slow accruals.|f||||t|t|f|||||||||No||2023-09-04 09:29:17.119391|2023-09-04 09:29:17.119391|OTHER|||||
NCT02416466||2015-03-30|||2019-03-25|2015-04-09|2015-04-15|Estimate|||||||2019-03-25|2019-03-26|Actual|April 2015||2015-04-30|March 2019|2019-03-31|June 2018|Actual|2018-06-30|November 21, 2016|Actual|2016-11-21||Interventional|HITM-SIR||CAR-T Hepatic Artery Infusions and Sir-Spheres for Liver Metastases|Phase Ib Trial of CAR-T Hepatic Artery Infusions Followed by Selective Internal Radiation Therapy (SIRT) With Yttrium-90 Sir-Spheres® for CEA-Expressing Liver Metastases|Completed||Phase 1|8|Actual|Roger Williams Medical Center||1|||f||||t|||||||||||No||2023-09-04 09:29:22.034671|2023-09-04 09:29:22.034671|OTHER|||||
NCT05248048||2022-02-08|||2022-02-09|2022-02-09|2022-02-21|Actual|||||||2022-02-09|2022-02-21|Actual|September 13, 2021|Actual|2021-09-13|February 2022|2022-02-28|October 2022|Anticipated|2022-10-31|October 2022|Anticipated|2022-10-31||Interventional|||NKG2D CAR-T Cells to Treat Patients With Previously Treated Liver Metastatic Colorectal Cancer|Hepatic Artery Transfusion of NKG2D CAR-T Cells to Treat Patients With Previously Treated Liver Metastatic Colorectal Cancer: a Prospective, Multicenter Clinical Trial|Recruiting||Early Phase 1|9|Anticipated|The Third Affiliated Hospital of Guangzhou Medical University||1|||f|||||f|f|||||||||||2023-08-31 09:10:17.355497|2023-08-31 09:10:17.355497|OTHER|||||
NCT04480788||2020-07-14|||2021-01-04|2020-07-17|2020-07-21|Actual|||||||2021-01-04|2021-01-06|Actual|November 24, 2020|Actual|2020-11-24|January 2021|2021-01-31|August 31, 2022|Anticipated|2022-08-31|August 1, 2022|Anticipated|2022-08-01||Interventional|||CD7-CART in the Treatment of r / r CD7 Positive Hemolymph System Malignancies on Increasing Dose and Open Label Study|Early Clinical Study on Increasing Dose and Open Label of T Cell Injection Targeting CD7 Autologous Chimeric Antigen Receptor in the Treatment of Relapsed / Refractory CD7 Positive Hemolymph System Malignancies|Unknown status|Recruiting|Phase 1|9|Anticipated|PersonGen BioTherapeutics (Suzhou) Co., Ltd.||1|||f||||f|f|f|||f||||||||2023-08-31 09:12:21.727193|2023-08-31 09:12:21.727193|INDUSTRY|||||
NCT03761056||2018-11-29|2022-05-16||2023-07-25|2018-11-29|2018-12-03|Actual|2022-07-04|2022-07-08|Actual||||2023-07-25|2023-07-27|Actual|January 29, 2019|Actual|2019-01-29|July 2023|2023-07-31|December 2023|Anticipated|2023-12-31|May 17, 2021|Actual|2021-05-17||Interventional|ZUMA-12|Safety Analysis Set included all participants treated with any dose of axicabtagene ciloleucel.|Study to Evaluate the Efficacy and Safety of Axicabtagene Ciloleucel as First-Line Therapy in Participants With High-Risk Large B-Cell Lymphoma|A Phase 2 Multicenter Study Evaluating the Efficacy and Safety of Axicabtagene Ciloleucel as First-Line Therapy in Subjects With High-Risk Large B-Cell Lymphoma (ZUMA-12)|Active, not recruiting||Phase 2|42|Actual|Gilead Sciences||1|||f||||t|t|f|||||||||No||2023-09-01 08:16:19.862193|2023-09-01 08:16:19.862193|INDUSTRY|||||
NCT03166878||2017-05-23|||2017-06-22|2017-05-23|2017-05-25|Actual|||||||2017-06-22|2017-06-23|Actual|June 2017|Anticipated|2017-06-30|June 2017|2017-06-30|May 2022|Anticipated|2022-05-31|May 2022|Anticipated|2022-05-31||Interventional|||A Study Evaluating UCART019 in Patients With Relapsed or Refractory CD19+ Leukemia and Lymphoma|Phase I/II Study to Determine the Safety, Tolerability, Biological Activity and Efficacy of Universal CRISPR-Cas9 Gene-Editing CAR-T Cells Targeting CD19(UCART019) in Patients With Relapsed or Refractory CD19+ Leukemia and Lymphoma|Unknown status|Recruiting|Phase 1/Phase 2|80|Anticipated|Chinese PLA General Hospital||1|||f||||f|f|f|||f||||||||2023-08-31 09:14:48.147272|2023-08-31 09:14:48.147272|OTHER|||||
NCT02535364||2015-08-24|2018-04-24||2020-04-30|2015-08-27|2015-08-28|Estimate|2018-06-22|2018-07-19|Actual||||2020-04-30|2020-05-04|Actual|August 21, 2015|Actual|2015-08-21|April 2020|2020-04-30|September 1, 2017|Actual|2017-09-01|April 24, 2017|Actual|2017-04-24||Interventional|ROCKET|Total number of subjects who received at least one infusion of JCAR015|Study Evaluating the Efficacy and Safety of JCAR015 in Adult B-cell Acute Lymphoblastic Leukemia (B-ALL)|A Phase 2, Single-arm, Multicenter Trial to Determine the Efficacy and Safety of JCAR015 in Adult Subjects With Relapsed or Refractory B-Cell Acute Lymphoblastic Leukemia|Terminated||Phase 2|82|Actual|Juno Therapeutics, a Subsidiary of Celgene||1||Safety reasons|f||||t|||||||||||||2023-09-04 09:41:45.026548|2023-09-04 09:41:45.026548|INDUSTRY|||||
NCT03070327||2017-02-28|||2023-03-08|2017-02-28|2017-03-03|Actual|||||||2023-03-08|2023-03-09|Actual|February 27, 2017|Actual|2017-02-27|March 2023|2023-03-31|February 2024|Anticipated|2024-02-29|February 2024|Anticipated|2024-02-29||Interventional|||BCMA Targeted CAR T Cells With or Without Lenalidomide for the Treatment of Multiple Myeloma|A Phase I Trial of B-cell Maturation Antigen (BCMA) Targeted EGFRt/BCMA-41BBz Chimeric Antigen Receptor (CAR) Modified T Cells With or Without Lenalidomide for the Treatment of Multiple Myeloma (MM)|Active, not recruiting||Phase 1|20|Actual|Memorial Sloan Kettering Cancer Center||1|||f|||||t|f|||||||||||2023-09-04 09:44:29.681188|2023-09-04 09:44:29.681188|OTHER|||||
NCT04977024||2021-06-11|||2023-06-13|2021-07-22|2021-07-26|Actual|||||||2023-06-13|2023-06-15|Actual|September 27, 2021|Actual|2021-09-27|June 2023|2023-06-30|January 31, 2025|Anticipated|2025-01-31|March 31, 2024|Anticipated|2024-03-31||Interventional|||SARS-CoV-2 Vaccine (COH04S1) Versus EUA SARS-COV-2 Vaccine for the Treatment of COVID-19 in Patients With Blood Cancer|A Multi-Center, Observer-Blinded, EUA Vaccine-Controlled, Randomized Phase II Study to Evaluate the Biological Activity of COH04S1 (SARS-CoV-2 Vaccine) Compared to EUA SARS-CoV-2 Vaccines in Hematology Patients Who Have Received Cellular Therapy (HCT or CAR-T)|Recruiting||Phase 2|240|Anticipated|GeoVax, Inc.||2|||||||t|t|f|||f||||||||2023-08-31 13:18:24.768303|2023-08-31 13:18:24.768303|INDUSTRY|||||
NCT03672305||2018-09-07|||2018-09-15|2018-09-12|2018-09-14|Actual|||||||2018-09-15|2018-09-18|Actual|October 1, 2018|Anticipated|2018-10-01|September 2018|2018-09-30|October 30, 2019|Anticipated|2019-10-30|October 30, 2019|Anticipated|2019-10-30||Interventional|||Clinical Study on the Efficacy and Safety of c-Met/PD-L1 CAR-T Cell Injection in the Treatment of HCC|Single-center, Open Clinical Study on the Efficacy and Safety of c-Met/PD-L1 Chimeric Antigen Receptor T Cell Injection in the Treatment of Primary Hepatocellular Carcinoma|Unknown status|Not yet recruiting|Early Phase 1|50|Anticipated|The Second Hospital of Nanjing Medical University||1|||f|||||f|f|||||||||||2023-09-04 10:02:48.33563|2023-09-04 10:02:48.33563|OTHER|||||
NCT03473457||2018-03-15|||2021-09-05|2018-03-21|2018-03-22|Actual|||||||2021-09-05|2021-09-13|Actual|April 1, 2018|Actual|2018-04-01|September 2021|2021-09-30|December 31, 2020|Actual|2020-12-31|December 31, 2020|Actual|2020-12-31||Interventional|AML||CAR-T Cells Therapy in Relapsed/Refractory Acute Myeloid Leukemia|The Prospective, Multi-center And Single-arm Clinical Study of Chimeric Antigen Receptor T(CAR-T) Cells Therapy in Relapsed/Refractory Acute Myeloid Leukemia|Terminated||Not Applicable|2|Actual|Zhujiang Hospital||1||The therapeutic effect was not as expected|f||||t|f|f|||||||||Undecided||2023-09-04 10:08:05.399388|2023-09-04 10:08:05.399388|OTHER|||||
NCT05155215||2021-11-30|||2021-11-30|2021-11-30|2021-12-13|Actual|||||||2021-11-30|2021-12-13|Actual|December 31, 2021|Anticipated|2021-12-31|November 2021|2021-11-30|February 28, 2023|Anticipated|2023-02-28|December 31, 2022|Anticipated|2022-12-31||Interventional|||Study to Evaluate the Safety and Efficacy of IM19 CAR-T Cells in Patients With Relapsed and Refractory (R/R) Mantle Cell Lymphoma|A Phase 1-2 Study to Evaluate the Safety and Efficacy of IM19 CAR-T Cells in Patients With Relapsed and Refractory (R/R) Mantle Cell Lymphoma|Not yet recruiting||Phase 1/Phase 2|68|Anticipated|Beijing Immunochina Medical Science & Technology Co., Ltd.||1|||f|||||f|f|||||||||||2023-09-04 10:08:51.169711|2023-09-04 10:08:51.169711|INDUSTRY|||||
NCT03672851||2018-09-13|||2019-09-03|2018-09-13|2018-09-17|Actual|||||||2019-09-03|2019-09-06|Actual|April 17, 2019|Actual|2019-04-17|May 2019|2019-05-31|July 31, 2019|Actual|2019-07-31|July 31, 2019|Actual|2019-07-31||Interventional|||Study Evaluating Safety and Efficacy of CAR-T Cells Targeting CD123 in Patients With Acute Leukemia|Study Evaluating Safety and Efficacy of CAR-T Cells Targeting CD123 in Patients With Acute Leukemia|Terminated||Phase 1|2|Actual|Second Affiliated Hospital of Xi'an Jiaotong University||1||adverse effect|f||||f|f|f|||||||||Undecided||2023-09-04 10:10:36.363372|2023-09-04 10:10:36.363372|OTHER|||||
NCT04268706||2020-02-11|||2023-04-04|2020-02-12|2020-02-13|Actual|||||||2023-04-04|2023-04-05|Actual|February 1, 2021|Actual|2021-02-01|April 2023|2023-04-30|March 2037|Anticipated|2037-03-31|May 2025|Anticipated|2025-05-31||Interventional|||Phase 2 Study Evaluating Autologous CD30.CAR-T Cells in Patients With Relapsed/Refractory Hodgkin Lymphoma (CHARIOT)|A Phase 2 Multi-Center Study Evaluating the Safety and Efficacy of CD30-Directed Genetically Modified Autologous T Cells (CD30.CAR-T) in Adult and Pediatric Patients With Relapsed or Refractory Classical Hodgkin Lymphoma|Active, not recruiting||Phase 2|97|Anticipated|Tessa Therapeutics||1|||||||t|t|f|||||||||No||2023-08-31 09:35:56.811638|2023-08-31 09:35:56.811638|INDUSTRY|||||
NCT04684563||2020-12-11|||2023-06-20|2020-12-21|2020-12-24|Actual|||||||2023-06-20|2023-06-22|Actual|May 6, 2021|Actual|2021-05-06|March 2023|2023-03-31|May 2036|Anticipated|2036-05-31|May 2036|Anticipated|2036-05-31||Interventional|||huCART19-IL18 in CD19+ Cancers|Phase I Trial of huCART19-IL18 Cells in Patients With Relapsed or Refractory CD19+ Cancers|Recruiting||Phase 1|72|Anticipated|University of Pennsylvania||17|||f||||t|t|f|||||||||No||2023-09-04 10:15:55.942478|2023-09-04 10:15:55.942478|OTHER|||||
NCT03664661||2018-09-06|||2018-09-07|2018-09-07|2018-09-10|Actual|||||||2018-09-07|2018-09-10|Actual|April 11, 2018|Actual|2018-04-11|September 2018|2018-09-30|April 30, 2020|Anticipated|2020-04-30|April 10, 2019|Anticipated|2019-04-10||Interventional|||BCMA-CAR-T in Relapsed/Refractory Multiple Myeloma|a Single-center, One Arm, Open Clinical Study of BCMA Nanobody CAR-T Cell in Refractory/Relapsed Myeloma|Unknown status|Recruiting|Phase 1|15|Anticipated|Henan Cancer Hospital||1|||f||||t|f|f|||||||||||2023-09-04 10:26:23.837918|2023-09-04 10:26:23.837918|OTHER_GOV|||||
NCT03658655||2018-08-30|||2020-02-27|2018-09-02|2018-09-05|Actual|||||||2020-02-27|2020-02-28|Actual|June 1, 2018|Actual|2018-06-01|October 2019|2019-10-31|November 30, 2019|Actual|2019-11-30|November 10, 2019|Actual|2019-11-10||Interventional|||Stem Cells From Human Exfoliated Teeth in Treatment of Type 2 Diabetes|Open, One-arm, Single-center Clinical Study to Evaluate the Efficacy and Safety of Stem Cells From Human Exfoliated Teeth in the Treatment of Type 2 Diabetes|Completed||Early Phase 1|24|Actual|CAR-T (Shanghai) Biotechnology Co., Ltd.||1|||f|||||f|f|||||||||No||2023-09-04 10:29:28.337899|2023-09-04 10:29:28.337899|INDUSTRY|||||
NCT03648697||2018-08-24|||2020-08-09|2018-08-24|2018-08-27|Actual|||||||2020-08-09|2020-08-11|Actual|October 10, 2018|Actual|2018-10-10|August 2020|2020-08-31|October 10, 2021|Anticipated|2021-10-10|October 8, 2021|Anticipated|2021-10-08||Interventional|||EBV-TCR-T（YT-E001）for Patients With EBV-positive Recurrent or Metastatic NPC|A Pilot Study of EBV-TCR-T(YT-E001) in NPC Patients|Unknown status|Recruiting|Phase 2|20|Anticipated|Fujian Cancer Hospital||1|||f||||t|f|f|||||||||No||2023-09-04 10:35:05.774321|2023-09-04 10:35:05.774321|OTHER_GOV|||||
NCT05239143||2022-02-03|||2023-05-04|2022-02-03|2022-02-14|Actual|||||||2023-05-04|2023-05-06|Actual|February 15, 2022|Actual|2022-02-15|May 2023|2023-05-31|April 2039|Anticipated|2039-04-30|April 2026|Anticipated|2026-04-30||Interventional|||P-MUC1C-ALLO1 Allogeneic CAR-T Cells in the Treatment of Subjects With Advanced or Metastatic Solid Tumors|A Phase 1 Dose Escalation and Expanded Cohort Study of P-MUC1C-ALLO1 in Adult Subjects With Advanced or Metastatic Solid Tumors|Recruiting||Phase 1|100|Anticipated|Poseida Therapeutics, Inc.||4|||f|||||t|f|||||||||||2023-09-01 09:30:00.373718|2023-09-01 09:30:00.373718|INDUSTRY|||||
NCT04205409||2019-12-17|||2023-04-28|2019-12-17|2019-12-19|Actual|||||||2023-04-28|2023-05-03|Actual|June 5, 2020|Actual|2020-06-05|February 2023|2023-02-28|August 1, 2028|Anticipated|2028-08-01|August 1, 2023|Anticipated|2023-08-01||Interventional|||Nivolumab for Relapsed, Refractory, or Detectable Disease Post Chimeric Antigen Receptor T-cell Treatment in Patients With Hematologic Malignancies|Nivolumab for Relapsed or Refractory Disease Post Chimeric Antigen Receptor T-Cell Treatment in Patients With Hematologic Malignancies|Active, not recruiting||Phase 2|20|Actual|University of Washington||1|||f||||t|t|f|||||||||No||2023-09-01 09:32:12.112881|2023-09-01 09:32:12.112881|OTHER|||||
