id|nct_id|intervention_type|name|description
56139706|NCT02958397|Biological|Anti-CD33-CAR-transduced T cells|The first 3 enrolled patients will receive autologous-derived CD33-targeted CAR-T cells on day 1, 2 and 3 with respective 10%, 30% and 60% of the total expected dosage after receiving lymphodepleting chemotherapy. If the 3 patients don't display severe toxicity,the next patients enrolled will get infused in 2 days with respective 40% and 60% total dosage.
55994567|NCT05070156|Biological|Biological/Vaccine: Low-dose group|1.0×105/kg positive CAR-T cells injection. 2-n doses will be evaluated by the investigator if participant is qualify for certain condition.
55994568|NCT05070156|Biological|Biological/Vaccine: Mid-dose group|2.0×105/kg positive CAR-T cells injection. 2-n doses will be evaluated by the investigator if participant is qualify for certain condition.
55994569|NCT05070156|Biological|Biological/Vaccine: High-dose group|3.0×105/kg positive CAR-T cells injection. 2-n doses will be evaluated by the investigator if participant is qualify for certain condition.
55994588|NCT05013372|Drug|CD147- CAR T cells|CAR T cells targeting CD147
55994599|NCT04214886|Drug|Fludarabine|Fludarabine is an anti-cancer drug acting as an antimetabolite that is used to treat leukemia and lymphoma cancers.
55994600|NCT04214886|Drug|Cyclophosphamide|Cyclophosphamide is is an anti-cancer drug acting as an alkylating agent that is used to treat leukemia and lymphoma cancers.
55994601|NCT04214886|Biological|CD19-CD34 CAR transduced T cells|CD19-CD34 CAR transduced T cells are the subject's own immune cells that target B cell markers on cancer cells.
55994634|NCT05621486|Biological|B4T2-001 Autologous CAR T cells|Each subject will receive infusion with B4T2-001 autologous CAR T Cells
56273426|NCT03624036|Biological|brexucabtagene autoleucel|CAR-transduced autologous T cells administered intravenously
56273427|NCT03624036|Drug|Fludarabine|Administered intravenously
56273428|NCT03624036|Drug|Cyclophosphamide|Administered intravenously
56273452|NCT05210907|Biological|SNUH-CD19-CAR-T|SNUH-CD19-CAR-T is an autologous CAR-T from T cells collected from each patient. Administer a single dose of SNUH-CD19-CAR-T to patients with relapsed or refractory CD19 positive B-cell acute lymphoblastic leukemia, and evaluate safety and efficacy of SNUH-CD19-CAR-T for 12 months after the infusion.
56142934|NCT05432401|Biological|T cell injection targeting FLT3 chimeric antigen receptor|The subjects, who sign the informed consent forms and been screened by inclusion/exclusion criteria, will be assigned into 1.0 × 10^8, 2.0 × 10^8 and 4.0 × 10^8 CAR-T groups in order of sequence. And the subjects will be administered once.
56143801|NCT05576181|Drug|ThisCART19A|ThisCART19A is a new type CAR-T therapy for patients with r/r B-ALL.
56143802|NCT05576181|Drug|Fludarabine Oral Tablet|Fludarabine is used for lymphodepletion.
56143803|NCT05576181|Drug|Cyclophosphamide|Cyclophosphamide is used for lymphodepletion.
56143804|NCT05576181|Drug|VP-16|VP-16 is used for lymphodepletion.
56143805|NCT05576181|Procedure|HSCT|Hematological stem cell transplantation
56143833|NCT05640713|Drug|ThisCART19A|ThisCART19A is a new type CAR-T therapy for patients with r/r B Cell Malignancy .
56143834|NCT05640713|Drug|Fludarabine Pill|Fludarabine is used for lymphodepletion.
56143835|NCT05640713|Drug|Cyclophosphamide|Cyclophosphamide is used for lymphodepletion.
56143836|NCT05640713|Drug|VP-16 Protocol|VP-16 is used for lymphodepletion.
56274694|NCT03275493|Biological|Humanized CD19 CAR-T cells|Express a Second Generation 4-1BB:humanized CD19 CAR-T cells
56274695|NCT03275493|Biological|Humanized CD19 CAR-T cells with CRS suppression technology|Express a Second Generation 4-1BB:humanized CD19 CAR-T cells with CRS suppression technology
56144959|NCT03960060|Biological|CCT301-59|Collect blood from the patients and isolate peripheral blood mononuclear cells for the production of CCT301-59. Subjects will receive the conditioning chemotherapy regimen of cyclophosphamide and fludarabine for lymphodepletion during the production of CCT301-59 and then subjects will receive one dose of CCT301-59 via intravenous injection.
56576261|NCT03618381|Biological|second generation 4-1BBζ EGFR806-EGFRt|Autologous CD4 and CD8 T cells lentivirally transduced to express a second generation 4-1BBζ EGFR806-EGFRt
56576262|NCT03618381|Biological|second generation 4-1BBζ EGFR806-EGFRt and a second generation 4 1BBζ CD19-Her2tG|Autologous CD4 and CD8 T cells lentivirally transduced to express a second generation 4-1BBζ EGFR806-EGFRt and a second generation 4 1BBζ CD19-Her2tG
56585152|NCT04935580|Biological|GC012F injection|GC012F injection is an autologous dual CAR-T targeted BCMA and CD19. A single infusion of CAR-T cells will be administered intravenously.
56146874|NCT01818323|Other|Intra-tumoral T4 immunotherapy|Intra-tumoral administration of a single dose of T4-positive patient-derived T-cells (at five escalating dose levels) contained within 1-4 mL. Cohort 6 patients receive CAR T-cells (dose level 3) after lymphodepletion with fludarabine and cyclophosphamide
56576003|NCT05089266|Drug|CAR T cells|αPD1-MSLN-CAR T Cells
56154424|NCT04727008|Biological|CXCR4 modified anti-BCMA CAR T cells|intravenous infusion
55998256|NCT05431608|Biological|MCARH125|MCARH109 and MCARH125 will be administered 2-7 days following the completion of conditioning chemotherapy. Each dose cohort will consist of 3-6 patients. MCARH109 and MCARH125 will be administered sequentially with 5-30 minutes between the two products.
55998257|NCT05431608|Biological|MCARH109|MCARH109 and MCARH125 will be administered 2-7 days following the completion of conditioning chemotherapy. Each dose cohort will consist of 3-6 patients. MCARH109 and MCARH125 will be administered sequentially with 5-30 minutes between the two products.
55998277|NCT05397496|Biological|PIT565|Intravenous (i.v.) infusion or Subcutaneous (s.c.) injection
56149655|NCT05020444|Drug|TriPRIL CAR T Cells|Intravenous infusion
56149656|NCT05020444|Drug|Cyclophosphamide|Intravenous infusion
56149657|NCT05020444|Drug|Fludarabine|Intravenous infusion
56149876|NCT04214392|Biological|Chlorotoxin (EQ)-CD28-CD3zeta-CD19t-expressing CAR T-lymphocytes (via ICT delivery)|Given via ICT delivery
56149877|NCT04214392|Biological|Chlorotoxin (EQ)-CD28-CD3zeta-CD19t-expressing CAR T-lymphocytes (via ICT/ICV dual delivery)|Given via ICT/ICV dual delivery
56278830|NCT02876978|Genetic|CAR-GPC3 T Cells|Intravenous infusion of CAR-GPC3 T cells is conducted 1 - 2 days following lymphodepletion.
56278831|NCT02876978|Drug|Fludarabine|30 mg/m^2/day x 4 days
56278832|NCT02876978|Drug|Cyclophosphamide|500 mg/m^2/day x 2 days
56278875|NCT04303520|Biological|anti-CD19/CD22 CAR-T cells|Retroviral vector-transduced autologous T cells to express anti-CD19 and anti-CD22 CARs
56278876|NCT04303520|Drug|Fludarabine|30mg/m2/d
56278877|NCT04303520|Drug|Cyclophosphamide|500mg/m2/d
56000425|NCT02663297|Drug|ATLCAR.CD30 cells|"Three dose levels will be evaluated:~Group One, 2x10^7 cells/m^2 (maximum dose 5x10^7 cells)~Group Two, 1x10^8 cells/m^2 (maximum dose 2.5x10^8 cells)~Group Three, 2x10^8 cells/m^2 (maximum dose 5x10^8 cells)"
56000461|NCT02159495|Drug|cyclophosphamide|Given IV
56000462|NCT02159495|Biological|Autologous CD123CAR-CD28-CD3zeta-EGFRt-expressing T Lymphocytes|Given IV
56000463|NCT02159495|Other|laboratory biomarker analysis|Correlative studies
56000464|NCT02159495|Biological|Allogeneic CD123CAR-CD28-CD3zeta-EGFRt-expressing T-lymphocytes|Given IV
56000465|NCT02159495|Drug|Fludarabine Phosphate|Given IV
56576054|NCT04768608|Drug|PD1-PSMA-CART cells|PD1-PSMA-CART cells will be given IV at split doses
56430312|NCT05359211|Drug|Cyclophosphamide|Given IV
56430313|NCT05359211|Drug|Fludarabine|Given IV
56430314|NCT05359211|Biological|Lisocabtagene Maraleucel|Given IV
56430315|NCT05359211|Drug|Polymer-conjugated IL-15 Receptor Agonist NKTR-255|Given IV
56152843|NCT05432882|Biological|bi-4SCAR CD19/22 T cells|Infusion of bi-4SCAR CD19/22 T cells at 10^6 cells/kg body weight via IV
56002831|NCT05544526|Biological|GD2 CAR T cells|Infusion with: GD2 CAR T-cells
56281522|NCT02873390|Biological|HerinCAR-PD1 cells|herinCAR-PD1 cells transfusion: (1-5×107/kg herinCAR-PD1 + physiological saline + 0.25% human alloalbumin) 300ml for each infusion. IV (in the vein) for each infusion, 2 cycles, each cycle received one infusions on day 21, 43.
56003202|NCT03602612|Drug|Cyclophosphamide|300 mg/m^2 intravenous (IV) over 30 minutes on days -5, -4, and -3
56003203|NCT03602612|Drug|Fludarabine|30 mg/m^2 intravenous (IV) infusion over 30 minutes administered immediately following the cyclophosphamide on day -5, -4, -3
56003204|NCT03602612|Biological|Anti-B Cell Maturation Antigen (BCMA) chimeric antigen receptors (CARs) T cells|0.75x10^6 - 12.0X10^6 CAR+ T cells per kg of recipient bodyweight one time dose on day 0
56430638|NCT04889716|Drug|mosunetuzumab|1 mg IV on Cycle 1 Day 1; 2 mg IV Cycle 1 Day 8; 60 mg IV Cycle 1 Day 15; 60 mg IV on Cycle 2 Day 1 and then 30 mg IV every 21 days beginning Cycle 2 Day 1 through Cycle 17.
56430639|NCT04889716|Drug|glofitamab|2.5 mg IV Cycle 1 Day 8; 10 mg IV Cycle 1 Day 15 then 30 mg every 21 days beginning Cycle 2 Day 1 through Cycle 12
56430640|NCT04889716|Drug|obinutuzumab|1000 mg IV on Cycle 1 Day 1.
56157231|NCT02963038|Biological|Autologous CD19-targeting CAR T cells|Autologous CD19-targeting CAR T cells with three signaling domains derived from CD3zeta, CD28 and 4-1BB.
56430942|NCT04422912|Biological|DSG3-CAART|Intravenous infusions of DSG3-CAART alone at different doses and different fractionations. Subjects may also receive varying doses of DSG3-CAART as part of a sub-study, which will employ pre-treatment with intravenous immunoglobulin, cyclophosphamide, and with or without fludarabine to potentially increase the in vivo expansion, persistence and activity of DSG3-CAART.
56157777|NCT02968472|Genetic|prophylactic 4SCAR19 cells|Autologous 4th generation withdrawal lentiviral-transduced 4S CAR-T19
56282681|NCT02729493|Biological|EPCAM-targeted CAR-T cells|This study have only one arm that is CAR-T experimental arm. Firstly all participators will be attended the screening, who passed the screening for the treatment of CAR-T cells, the CAR-EPCAM-modified T cells can recognize and kill tumor cells in the body，follow-up 35 months.
56004611|NCT02050347|Genetic|CD19.CAR-CD28Z T Cells - dose escalation 2|"Patients will receive one of the following dose levels:~Dose Level 1: 5 ×10^5 cells/kg~Dose Level 2: 1×10^6 cells/kg~Dose Level 3: 5×10^6 cells/kg"
56004612|NCT02050347|Genetic|CD19.CAR-CD28Z T Cells - dose escalation 1|"Patients will receive one of the following doses:~Dose Level one: 1x10^5 cells/kg~Dose Level 2: 5x10^5 cells/kg~Dose Level 3: 1x10^6 cells/kg"
56004889|NCT03287817|Biological|AUTO3|Following preconditioning with chemotherapy (cyclophosphamide and fludarabine) patients will be treated with doses from 50 x 10⁶ to 900 x 10⁶ CD19/ CD22 Chimeric Antigen Receptor (CAR) positive T cells followed by limited duration of anti-PD1 antibody (pembrolizumab).
56282947|NCT02725125|Biological|EPCAM-targeted CAR-T cells|This study have only one arm that is CAR-T experimental arm. Firstly all participators will be attended the screening, who passed the screening for the treatment of CAR-T cells, the CAR-EPCAM-modified T cells can recognize and kill tumor cells in the body，follow-up 35 months.
56005092|NCT05445765|Biological|anti-CD33 CAR T cells|Anti-CD33 CAR T cells are used to treat patients. Patient will be administered either fresh or thawed CAR T cells by IV injection after receiving lymphodepleting chemotherapy.
56431442|NCT03277729|Biological|Chimeric Antigen Receptor T-Cell Therapy|Given CD20 CAR T cell IV
56431443|NCT03277729|Drug|Cyclophosphamide|Given IV
56431444|NCT03277729|Other|Laboratory Biomarker Analysis|Correlative studies
56431445|NCT03277729|Procedure|Leukapheresis|Undergo leukapheresis
56431446|NCT03277729|Drug|Fludarabine Phosphate|Given IV
56283470|NCT02710149|Biological|Anti-CD20-CAR-transduced T cells|Patients receive autologous-derived CD20-targeted CAR-T cells on day 1, 2 after receiving lymphodepleting chemotherapy.
56283784|NCT03500991|Biological|HER2-specific chimeric antigen receptor (CAR) T cell|Autologous CD4 and CD8 T cells lentivirally transduced to express a HER2 specific chimeric antigen receptor (CAR) and EGFRt given via indwelling central nervous system (CNS) catheter
56006126|NCT05141253|Drug|RD133|The enhanced MSLN-CAR-T cell design of this study is obtained by co-infecting T cells with two lentiviral vectors. One lentiviral vector expresses CD19-CAR and tEGFR molecular safety switch, and the other lentiviral vector expresses MSLN- CAR and dnTGFβRII receptors. dnTGFβRII receptor without intracellular signal is used to resist the inhibition of T cell function by the immune microenvironment of tumor tissue. In addition, for the safety of CAR-T cell application in vivo, tEGFR is used in the CAR design as a molecular safety switch for CAR-T cells.
56587028|NCT03252171|Biological|CAR-T cell immunotherapy|This CAR-T cell immunotherapy with a novel specific Chimeric antigen receptor aiming at GD2 antigen.
56284406|NCT04107142|Biological|Adoptive Cell Transfer of NKG2DL-targetting Chimeric Antigen Receptor-grafted Gamma Delta T cell|Adoptive Cell Transfer of Haploidentical / Allogeneic NKG2DL-targeting Chimeric Antigen Receptor-grafted γδ T Cells (CTM-N2D)
56161731|NCT02958410|Biological|Anti-CD30-CAR-transduced T cells|The first 3 enrolled patients will receive autologous-derived CD30-targeted CAR-T cells on day 1, 2 and 3 with respective 10%, 30% and 60% of the total expected dosage after receiving lymphodepleting chemotherapy. If the 3 patients don't display severe toxicity, the next patients enrolled will get infused in 2 days with respective 40% and 60% total dosage.
56161849|NCT04717999|Biological|NKG2D CAR-T|The NKG2D CAR-T will be administrated via intracerebroventricular injection through an Ommaya catheter. Standard treatments such as temozolomide will be stopped during the infusion of NKG2D CAR-T.
56161962|NCT02965092|Genetic|Second generation CAR-T cells|
56284948|NCT02917083|Genetic|CAR T Cells|"Three dose levels will be evaluated based on safety data from our current study of CD30 CAR T cells. Cohorts of three to six patients will be enrolled at each dose level. Each patient will receive one infusion of CAR modified T cells according to the following dosing schedule:~Dose Level One: 2x10^7 cells/m2. Dose Level Two: 1x10^8 cells/m2. Dose Level Three: 2x10^8 cells/m2."
