id|nct_id|ctgov_group_code|result_type|title|description
59165650|NCT03019055|OG000|Outcome|CAR-20/19-T Cells (1.0 x10^5 CAR-20/19-T Cells/kg)|"Dose Escalation Phase: CAR-20/19-T transduced with a lentiviral vector to express an anti CD19 and anti CD20 tandem receptor coupled to CD3ζ and 4-1BB signaling domains will be administered by IV injection. Patients will receive one of four dose levels based the study protocol. Cells will be given over 2 days, 30% of cells infused on Day 0 and 70% of cells infused on Day 1 in the Phase 1 portion and as a single infusion in the Phase 1b portion.~CAR-20/19-T cells (1.0 x10^5 CAR-20/19-T cells/kg): CAR-20/19-T cells will be administered either fresh or thawed after cryopreservation by IV injection.~Phase 1 Dose Level 0: 2.5 x10^5 CAR-20/19-T cells/kg (starting dose level)"
59165651|NCT03019055|OG001|Outcome|CAR-20/19-T Cells (2.5 x10^5 CAR-20/19-T Cells/kg)|"Dose Escalation Phase: CAR-20/19-T transduced with a lentiviral vector to express an anti CD19 and anti CD20 tandem receptor coupled to CD3ζ and 4-1BB signaling domains will be administered by IV injection. Patients will receive one of four dose levels based the study protocol. Cells will be given over 2 days, 30% of cells infused on Day 0 and 70% of cells infused on Day 1 in the Phase 1 portion and as a single infusion in the Phase 1b portion.~CAR-20/19-T cells (2.5 x10^5 CAR-20/19-T cells/kg): CAR-20/19-T cells will be administered either fresh or thawed after cryopreservation by IV injection.~Phase 1 Dose Level 1: 7.5 x10^5 CAR-20/19-T cells/kg"
59165652|NCT03019055|OG002|Outcome|CAR-20/19-T Cells (7.5 x10^5 CAR-20/19-T Cells/kg)|"Dose Escalation Phase: CAR-20/19-T transduced with a lentiviral vector to express an anti CD19 and anti CD20 tandem receptor coupled to CD3ζ and 4-1BB signaling domains will be administered by IV injection. Patients will receive one of four dose levels based the study protocol. Cells will be given over 2 days, 30% of cells infused on Day 0 and 70% of cells infused on Day 1 in the Phase 1 portion and as a single infusion in the Phase 1b portion.~CAR-20/19-T cells (7.5 x10^5 CAR-20/19-T cells/kg): CAR-20/19-T cells will be administered either fresh or thawed after cryopreservation by IV injection.~Phase 1 Dose Level 2: 2.5 x10^6 CAR-20/19-T cells/kg (goal cell dose)~Phase 1b Expansion Dose Level: 2.5 x 10^6 cells/kg (single infusion)"
59165653|NCT03019055|OG003|Outcome|CAR-20/19-T Cells (2.5 x10^6 CAR-20/19-T Cells/kg)|"Dose Escalation Phase: CAR-20/19-T transduced with a lentiviral vector to express an anti CD19 and anti CD20 tandem receptor coupled to CD3ζ and 4-1BB signaling domains will be administered by IV injection. Patients will receive one of four dose levels based the study protocol. Cells will be given over 2 days, 30% of cells infused on Day 0 and 70% of cells infused on Day 1 in the Phase 1 portion and as a single infusion in the Phase 1b portion.~CAR-20/19-T cells (2.5 x10^6 CAR-20/19-T cells/kg): CAR-20/19-T cells will be administered either fresh or thawed after cryopreservation by IV injection."
59165654|NCT03019055|EG000|Reported Event|CAR-20/19-T Cells (1.0 x10^5 CAR-20/19-T Cells/kg)|"Dose Escalation Phase: CAR-20/19-T transduced with a lentiviral vector to express an anti CD19 and anti CD20 tandem receptor coupled to CD3ζ and 4-1BB signaling domains will be administered by IV injection. Patients will receive one of four dose levels based the study protocol. Cells will be given over 2 days, 30% of cells infused on Day 0 and 70% of cells infused on Day 1 in the Phase 1 portion and as a single infusion in the Phase 1b portion.~CAR-20/19-T cells (1.0 x10^5 CAR-20/19-T cells/kg): CAR-20/19-T cells will be administered either fresh or thawed after cryopreservation by IV injection.~Phase 1 Dose Level 0: 2.5 x10^5 CAR-20/19-T cells/kg (starting dose level)"
59165655|NCT03019055|EG001|Reported Event|CAR-20/19-T Cells (2.5 x10^5 CAR-20/19-T Cells/kg)|"Dose Escalation Phase: CAR-20/19-T transduced with a lentiviral vector to express an anti CD19 and anti CD20 tandem receptor coupled to CD3ζ and 4-1BB signaling domains will be administered by IV injection. Patients will receive one of four dose levels based the study protocol. Cells will be given over 2 days, 30% of cells infused on Day 0 and 70% of cells infused on Day 1 in the Phase 1 portion and as a single infusion in the Phase 1b portion.~CAR-20/19-T cells (2.5 x10^5 CAR-20/19-T cells/kg): CAR-20/19-T cells will be administered either fresh or thawed after cryopreservation by IV injection.~Phase 1 Dose Level 1: 7.5 x10^5 CAR-20/19-T cells/kg"
59165656|NCT03019055|EG002|Reported Event|CAR-20/19-T Cells (7.5 x10^5 CAR-20/19-T Cells/kg)|"Dose Escalation Phase: CAR-20/19-T transduced with a lentiviral vector to express an anti CD19 and anti CD20 tandem receptor coupled to CD3ζ and 4-1BB signaling domains will be administered by IV injection. Patients will receive one of four dose levels based the study protocol. Cells will be given over 2 days, 30% of cells infused on Day 0 and 70% of cells infused on Day 1 in the Phase 1 portion and as a single infusion in the Phase 1b portion.~CAR-20/19-T cells (7.5 x10^5 CAR-20/19-T cells/kg): CAR-20/19-T cells will be administered either fresh or thawed after cryopreservation by IV injection.~Phase 1 Dose Level 2: 2.5 x10^6 CAR-20/19-T cells/kg (goal cell dose)~Phase 1b Expansion Dose Level: 2.5 x 10^6 cells/kg (single infusion)"
59165657|NCT03019055|EG003|Reported Event|CAR-20/19-T Cells (2.5 x10^6 CAR-20/19-T Cells/kg)|"Dose Escalation Phase: CAR-20/19-T transduced with a lentiviral vector to express an anti CD19 and anti CD20 tandem receptor coupled to CD3ζ and 4-1BB signaling domains will be administered by IV injection. Patients will receive one of four dose levels based the study protocol. Cells will be given over 2 days, 30% of cells infused on Day 0 and 70% of cells infused on Day 1 in the Phase 1 portion and as a single infusion in the Phase 1b portion.~CAR-20/19-T cells (2.5 x10^6 CAR-20/19-T cells/kg): CAR-20/19-T cells will be administered either fresh or thawed after cryopreservation by IV injection."
59172421|NCT02028455|BG000|Baseline|Phase 1-Cohort 1A|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 5x10^5 CAR T cells/kg
59172422|NCT02028455|BG001|Baseline|Phase 1-Cohort 1B|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 1x10^6 CAR T cells/kg
59172423|NCT02028455|BG002|Baseline|Phase 1-Cohort 1C|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 5x10^6 CAR T cells/kg
59172424|NCT02028455|BG003|Baseline|Phase 1-Cohort 1D|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 1x10^7 CAR T cells/kg
59172425|NCT02028455|BG004|Baseline|Phase 1-Cohort 1F1|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 5x10^5 CAR T cells/kg following prescribed lymphodepletion with fludarabine and cyclophosphamide
59172426|NCT02028455|BG005|Baseline|Phase 1-Cohort 1F2|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 1x10^6 CAR T cells/kg following prescribed lymphodepletion with fludarabine and cyclophosphamide
59172427|NCT02028455|BG006|Baseline|Phase 1 - Not Treated|This phase 1 cohort did not receive Patient Derived CD19 specific CAR T cells
59172428|NCT02028455|BG007|Baseline|Phase 2|The phase 2 cohort received Patient Derived CD19 specific CAR T cells following lymphodepletion if indicated
59172429|NCT02028455|BG008|Baseline|Total|Total of all reporting groups
59172430|NCT02028455|FG000|Participant Flow|Phase 1 - Cohort 1A|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 5x10^5 CAR T cells/kg
59172431|NCT02028455|FG001|Participant Flow|Phase 1 - Cohort 1B|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 1x10^6 CAR T cells/kg
59172432|NCT02028455|FG002|Participant Flow|Phase 1 - Cohort 1C|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 5x10^6 CAR T cells/kg
59172433|NCT02028455|FG003|Participant Flow|Phase 1 - Cohort 1D|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 1x10^7 CAR T cells/kg
59172434|NCT02028455|FG004|Participant Flow|Phase 1 - Cohort 1F1|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 5x10^5 CAR T cells/kg following prescribed lymphodepletion with fludarabine and cyclophosphamide
59172435|NCT02028455|FG005|Participant Flow|Phase 1 - Cohort 1F2|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 1x10^6 CAR T cells/kg following prescribed lymphodepletion with fludarabine and cyclophosphamide
59172436|NCT02028455|FG006|Participant Flow|Phase 1- Not Treated|Phase 1 subjects who were not treated
59172437|NCT02028455|FG007|Participant Flow|Phase 2|The phase 2 cohort received Patient Derived CD19 specific CAR T cells at a dose of 1 x 10^6 CAR T cells/kg following lymphodepletion if indicated.
59172438|NCT02028455|OG000|Outcome|Phase 1 - Cohort 1A|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 5x10^5 CAR T cells/kg
59172439|NCT02028455|OG001|Outcome|Phase 1-Cohort 1B|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 1x10^6 CAR T cells/kg
59172440|NCT02028455|OG002|Outcome|Phase 1-Cohort 1C|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 5x10^6 CAR T cells/kg
59172441|NCT02028455|OG003|Outcome|Phase 1-Cohort 1D|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 1x10^7 CAR T cells/kg
59172442|NCT02028455|OG004|Outcome|Phase 1-Cohort 1F1|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 5x10^5 CAR T cells/kg following prescribed lymphodepletion with fludarabine and cyclophosphamide
59172443|NCT02028455|OG005|Outcome|Phase 1-Cohort 1F2|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 1x10^6 CAR T cells/kg following prescribed lymphodepletion with fludarabine and cyclophosphamide
59172444|NCT02028455|OG006|Outcome|Phase 2|The phase 2 cohort received Patient Derived CD19 specific CAR T cells at a dose of 1 x 10^6 CAR T cells/kg following lymphodepletion if indicated
59172445|NCT02028455|OG000|Outcome|SCRI-CAR19v1/v1.5 Efficacy-evaluable Leukemia Cohort|Efficacy-evaluable leukemia patients who received SCRIv1 or SCRIv1.5 CAR T cells
59172446|NCT02028455|OG000|Outcome|Phase 1-Cohort 1A|This phase 1 cohort received Patient Derived CD19 specific CAR T cells at a dose of 5x10^5 CAR T cells/kg
59172447|NCT02028455|OG006|Outcome|Phase 1 - Not Treated|This phase 1 cohort did not receive Patient Derived CD19 specific CAR T cells
59172448|NCT02028455|OG007|Outcome|Phase 2|The phase 2 cohort received Patient Derived CD19 specific CAR T cells at a dose of 1x10^6 CAR T cells/kg following lymphodepletion if indicated
59172449|NCT02028455|OG000|Outcome|SCRI-CAR19v1/v1.5 Efficacy- and Persistence-evaluable Leukemia Cohort|Participants from the efficacy-evaluable leukemia population who were followed for loss of persistence through the d63 assessment window.
59172450|NCT02028455|OG006|Outcome|Phase 2|The phase 2 cohort received Patient Derived CD19 specific CAR T cells at a dose of 1x10^6 CAR T cells/kg following lymphodepletion if indicated
59172451|NCT02028455|EG000|Reported Event|Phase 1 - Cohort 1A|This phase 1 cohort will receive Patient Derived CD19 specific CAR T cells at a dose of 5x10^5 CAR T cells/kg
59172452|NCT02028455|EG001|Reported Event|Phase 1 - Cohort 1B|This phase 1 cohort will receive Patient Derived CD19 specific CAR T cells at a dose of 1x10^6 CAR T cells/kg
59172453|NCT02028455|EG002|Reported Event|Phase 1 - Cohort 1C|This phase 1 cohort will receive Patient Derived CD19 specific CAR T cells at a dose of 5x10^6 CAR T cells/kg
59172454|NCT02028455|EG003|Reported Event|Phase 1 - Cohort 1D|This phase 1 cohort will receive Patient Derived CD19 specific CAR T cells at a dose of 1x10^7 CAR T cells/kg
59172455|NCT02028455|EG004|Reported Event|Phase 1 - Cohort 1F1|This phase 1 cohort will receive Patient Derived CD19 specific CAR T cells at a dose of 5x10^5 CAR T cells/kg following prescribed lymphodepletion with fludarabine and cyclophosphamide
59172456|NCT02028455|EG005|Reported Event|Phase 1 - Cohort 1F2|This phase 1 cohort will receive Patient Derived CD19 specific CAR T cells at a dose of 1x10^6 CAR T cells/kg following prescribed lymphodepletion with fludarabine and cyclophosphamide
59172457|NCT02028455|EG006|Reported Event|Phase 2|The phase 2 cohort will receive Patient Derived CD19 specific CAR T cells at a dose of 1 x 10^6 CAR T cells/kg following lymphodepletion if indicated
59180057|NCT02650999|BG000|Baseline|Single Arm|Pembrolizumab: 200mg intravenously (IV)
59180058|NCT02650999|FG000|Participant Flow|Pembrolizumab|Pembrolizumab: 200mg intravenously (IV)
59180059|NCT02650999|OG000|Outcome|Single Arm|Pembrolizumab: 200mg intravenously (IV)
59180060|NCT02650999|EG000|Reported Event|Single Arm|Pembrolizumab: 200mg intravenously (IV)
59207711|NCT01593696|BG000|Baseline|Phase 1, Arm 1 - 1 x 10E6 Transduced T Cells/kg (+/- 20%)|Lymphodepleting regimen of Fludarabine and Cyclophosphamide. Anti-Cluster of Differentiation (CD)19-Chimeric antigen receptor (CAR): Cells extracted, followed by induction chemotherapy before CD19-CAR infusion.
59207712|NCT01593696|BG001|Baseline|Phase 1, Arm 2 - 3 x 10E6 Transduced T Cells/kg (+/- 20%)|Lymphodepleting regimen of Fludarabine and Cyclophosphamide. Anti-Cluster of Differentiation (CD)19-Chimeric antigen receptor (CAR): Cells extracted, followed by induction chemotherapy before CD19-CAR infusion.
59207713|NCT01593696|BG002|Baseline|Phase 2, Arm 1 - 1 x 10E6 Transduced T Cells/kg (+/- 20%)|Lymphodepleting regimen of Fludarabine and Cyclophosphamide. Anti-Cluster of Differentiation (CD)19-Chimeric antigen receptor (CAR): Cells extracted, followed by induction chemotherapy before CD19-CAR infusion.
59207714|NCT01593696|BG003|Baseline|Phase 2, Arm 2 - 1 x 10E6 Transduced T Cells/kg (+/- 20%)|"Intensive lymphodepleting chemotherapy, in lieu of the standard lymphodepleting chemotherapy regimen, to decrease tumor burden in preparation for the administration of the Chimeric antigen receptor (CAR) T cells.~Anti-Cluster of Differentiation (CD)19- Chimeric antigen receptor (CAR): Cells extracted, followed by induction chemotherapy before CD19-CAR infusion."
59207715|NCT01593696|BG004|Baseline|Total|Total of all reporting groups
59207716|NCT01593696|FG000|Participant Flow|Phase 1, Arm 1 - 1 x 10E6 Transduced T Cells/kg (+/- 20%)|"Lymphodepleting regimen of Fludarabine and Cyclophosphamide.~Anti-Cluster of Differentiation (CD)19-Chimeric antigen receptor (CAR): Cells extracted, followed by induction chemotherapy before CD19-CAR infusion.~Follow-up through at least 28 days after CD19 CAR infusion."
59207717|NCT01593696|FG001|Participant Flow|Phase 1, Arm 2 - 3 x 10E6 Transduced T Cells/kg (+/- 20%)|"Lymphodepleting regimen of Fludarabine and Cyclophosphamide.~Anti-Cluster of Differentiation (CD)19-Chimeric antigen receptor (CAR): Cells extracted, followed by induction chemotherapy before CD19-CAR infusion.~Follow-up through at least 28 days after CD19 CAR infusion."
59207718|NCT01593696|FG002|Participant Flow|Phase 2, Arm 1 - 1 x 10E6 Transduced T Cells/kg (+/- 20%)|"Intensive lymphodepleting chemotherapy, in lieu of the standard lymphodepleting chemotherapy regimen, to decrease tumor burden in preparation for the administration of the Chimeric antigen receptor (CAR) T cells.~Anti-Cluster of Differentiation (CD)19- Chimeric antigen receptor (CAR): Cells extracted, followed by induction chemotherapy before CD19-CAR infusion.~Follow-up through at least 28 days after CD19 CAR infusion."
59207719|NCT01593696|FG003|Participant Flow|Phase 2, Arm 2 - 1 x 10E6 Transduced T Cells/kg (+/- 20%)|"Intensive lymphodepleting chemotherapy, in lieu of the standard lymphodepleting chemotherapy regimen, to decrease tumor burden in preparation for the administration of the Chimeric antigen receptor (CAR) T cells.~Anti-Cluster of Differentiation (CD)19- Chimeric antigen receptor (CAR): Cells extracted, followed by induction chemotherapy before CD19-CAR infusion.~Follow-up through at least 28 days after CD19 CAR infusion."
59207720|NCT01593696|OG000|Outcome|Phase 1, Arm 1 - 1 x 10E6 Transduced T Cells/kg (+/- 20%)|Lymphodepleting regimen of Fludarabine and Cyclophosphamide. Anti-Cluster of Differentiation (CD)19-Chimeric antigen receptor (CAR): Cells extracted, followed by induction chemotherapy before CD19-CAR infusion.
59207721|NCT01593696|OG001|Outcome|Phase 1, Arm 2 - 3 x 10E6 Transduced T Cells/kg (+/- 20%)|Lymphodepleting regimen of Fludarabine and Cyclophosphamide. Anti-Cluster of Differentiation (CD)19-Chimeric antigen receptor (CAR): Cells extracted, followed by induction chemotherapy before CD19-CAR infusion.
59207722|NCT01593696|OG002|Outcome|Phase 2, Arm 1 - 1 x 10E6 Transduced T Cells/kg (+/- 20%)|Lymphodepleting regimen of Fludarabine and Cyclophosphamide. Anti-Cluster of Differentiation (CD)19-Chimeric antigen receptor (CAR): Cells extracted, followed by induction chemotherapy before CD19-CAR infusion.
59207723|NCT01593696|OG003|Outcome|Phase 2, Arm 2 - 1 x 10E6 Transduced T Cells/kg (+/- 20%)|"Intensive lymphodepleting chemotherapy, in lieu of the standard lymphodepleting chemotherapy regimen, to decrease tumor burden in preparation for the administration of the Chimeric antigen receptor (CAR) T cells.~Anti-Cluster of Differentiation (CD)19- Chimeric antigen receptor (CAR): Cells extracted, followed by induction chemotherapy before CD19-CAR infusion."
